country_code,shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,date,source_file,source_row,path_country_code,path_dataset,path_shop_id,shop_category_id_num,total_num,parent_shop_category_id_num,category_type_num,is_parent_category_bool,is_sub_category_bool
vn,108166524,257047677,Nước tương,7,false,true,257047654,vn-11134207-81ztc-mqpw7cmf1erv12,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,2,vn,category_list,108166524,257047677.0,7.0,257047654.0,1.0,False,True
vn,108166524,257047700,Cà phê & Trà,58,true,false,,vn-11134207-81ztc-mqwv0rgg2upw62,9,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,3,vn,category_list,108166524,257047700.0,58.0,,9.0,True,False
vn,108166524,257047701,Nescafé,54,false,true,257047700,vn-11134207-81ztc-mqwv0rgg2upw62,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,4,vn,category_list,108166524,257047701.0,54.0,257047700.0,1.0,False,True
vn,108166524,257047702,Nestea,4,false,true,257047700,vn-11134207-81ztc-mqpvsdrlf1ts3e,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,5,vn,category_list,108166524,257047702.0,4.0,257047700.0,1.0,False,True
vn,108166524,257047685,MILO & Sữa,16,true,false,,vn-11134207-81ztc-mpagggd900lr29,9,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,6,vn,category_list,108166524,257047685.0,16.0,,9.0,True,False
vn,108166524,257047687,MILO,16,false,true,257047685,vn-11134207-81ztc-mpagggd900lr29,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,7,vn,category_list,108166524,257047687.0,16.0,257047685.0,1.0,False,True
vn,108166524,257047654,Gia vị nấu ăn,14,true,false,,vn-11134207-81ztc-mqwunw415p8i8b,9,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,8,vn,category_list,108166524,257047654.0,14.0,,9.0,True,False
vn,108166524,257047679,Dầu hào,8,false,true,257047654,vn-11134207-81ztc-mqwunw415p8i8b,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=108166524/category_list.csv,9,vn,category_list,108166524,257047679.0,8.0,257047654.0,1.0,False,True
vn,1145316676,251474167,PEPTAMEN + ORAL,9,true,false,,sg-11134201-8258k-mqvn34rdakna37,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=1145316676/category_list.csv,2,vn,category_list,1145316676,251474167.0,9.0,,1.0,True,False
vn,1145316676,257340823,ORAL IMPACT,3,true,false,,sg-11134201-8258w-mqvn34typc7cd1,1,2026-07-21,data/raw_extended/country_code=vn/dataset=category_list/shop_id=1145316676/category_list.csv,3,vn,category_list,1145316676,257340823.0,3.0,,1.0,True,False
